,id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,id,business_id,category
0,018BsTDbjFjZyWgR0rW_1w,Healthcare Preparatory Institute,Northwest,"5831 W Craig Rd, Ste 102",Las Vegas,NV,89130,36.2375,-115.224,2.0,4,1,18,PfOCPjBrlQAnz__NXj9h_w,Nightlife
1,039QG6ks4UYNkMA3mcII2A,Episage Wellness Center,University,"1601 E Flamingo Rd, Ste 20",Las Vegas,NV,89119,36.1136,-115.13,4.5,38,0,39,XOSRcvtaKc_Q5H1SAzN20A,Coffee & Tea
2,041JPDI1PBSuNSTcvtYomQ,Cabinets & Co,Westside,"6145 W Sahara Ave, Ste 5",Las Vegas,NV,89146,36.1429,-115.227,5.0,6,1,41,XOSRcvtaKc_Q5H1SAzN20A,Restaurants
3,042AqS-UB74g841zmoCEEA,Paradise Bay Pet Resort,Southeast,"6360 S Pecos Rd, Ste 14",Las Vegas,NV,89120,36.0728,-115.1,2.0,4,1,42,XOSRcvtaKc_Q5H1SAzN20A,Sandwiches
4,054_-sJ-nYq_DsuWYgqNdg,Jimmy Pettyjohn Jr. Park,Southwest,11322 Southern Highlands Pkwy,Las Vegas,NV,89141,35.9841,-115.192,4.0,5,1,54,fNMVV_ZX7CJSDWQGdOM8Nw,Restaurants
5,069TWjwxctY-3X_TitxJKQ,Starbuzz Vegas Hookah Lounge,Eastside,"384 E Tropicana Ave, Ste 120",Las Vegas,NV,89169,36.1029,-115.156,4.0,101,1,69,Gu-xs3NIQTj3Mj2xYoN2aw,Bakeries
6,070x611bvBrBqG3ODqe3dg,Bags Belts & Baubles,The Strip,3131 Las Vegas Blvd S,Las Vegas,NV,89109,36.1266,-115.165,4.5,3,1,70,Gu-xs3NIQTj3Mj2xYoN2aw,Restaurants
7,0953KSZ26LmJ7CDacVzpYg,dd's DISCOUNTS,Eastside,3430 E Tropicana Ave,Las Vegas,NV,89121,36.1009,-115.1,2.5,3,1,953,by_hdCLqAMHW8EEfPYjktA,French
8,096iGHoQ-UImxUExuyqlZA,House of Aloha,Northwest,4588 N Rancho Dr,Las Vegas,NV,89130,36.2433,-115.235,5.0,13,1,96,AtdXq_gu9NTE5rx4ct_dGg,Coffee & Tea
9,104riqnE_J2Rz7VV4K2NCQ,Rock Solid Home Repair,Spring Valley,,Las Vegas,NV,89148,36.0612,-115.29,3.5,3,1,104,gAy4LYpsScrj8POnCW6btQ,American (Traditional)
10,127i5uC5PTjWdvBMXEn9Ww,Bikini Bar,Chinatown,3355 Spring Mountain Rd,Las Vegas,NV,89103,36.126,-115.185,3.5,12,1,127,8y56fOiKhtCnqaiYB2S2Qg,Bars
11,148d7J-cFejkhYV89y3Jsg,Gondola Ride at the Venetian,The Strip,3355 S Las Vegas Blvd,Las Vegas,NV,89109,36.1215,-115.17,3.5,257,1,148,tRVx2c89coruPRwYhGTcTw,Japanese
12,15dYv2JncJypOSL9aKc0zg,HotPoint Realty,Chinatown,6292 W Spring Mountain Rd,Las Vegas,NV,89146,36.1255,-115.229,2.0,5,1,15,8DShNS-LuFqpEWIp0HxijA,Sporting Goods
13,15jmBXmNy9s6qVV8OepR1Q,Club Rio,Sunrise,821 N Lamb Blvd,Las Vegas,NV,89110,36.1782,-115.08,3.5,6,1,15,8DShNS-LuFqpEWIp0HxijA,Sporting Goods
14,15KIfPDU5IQ07l79Wn1Eew,Panadería y Pastelería Latina,Westside,6122 W Charleston Blvd,Las Vegas,NV,89146,36.1593,-115.225,4.0,14,1,15,8DShNS-LuFqpEWIp0HxijA,Sporting Goods
15,15pQOhykOF_aSedaxsjoKQ,Shepherd Eye Center,Anthem,2475 West Horizon Ridge Pkwy,Henderson,NV,89052,36.0054,-115.095,3.0,28,1,15,8DShNS-LuFqpEWIp0HxijA,Sporting Goods
16,15_YllaQ7n_DOFTq1v0-lQ,Sushi Hana,Spring Valley,5255 S Decatur Blvd,Las Vegas,NV,89118,36.0944,-115.208,3.5,8,0,15,8DShNS-LuFqpEWIp0HxijA,Sporting Goods
17,164DF7e2ndoyP-C3dMytqA,Maman Photography,Southeast,,Las Vegas,NV,89123,36.0357,-115.153,4.0,4,1,164,BnuzcebyB1AfxH0kjNWqSg,Seafood
18,17hVooOxch5apryhBkBdZQ,Marshalls,The Strip,3785 Las Vegas Blvd,Las Vegas,NV,89109,36.1037,-115.173,3.5,20,1,17,PfOCPjBrlQAnz__NXj9h_w,American (New)
19,17KjGxHTPCRwkPdEL95QPg,Reflecting Hands Massage Therapy,Westside,"5450 W Sahara Ave, Ste 138",Las Vegas,NV,89146,36.1449,-115.216,4.5,63,1,17,PfOCPjBrlQAnz__NXj9h_w,American (New)
20,17p-KOyT-t6OGS90J18jzQ,Glittering Lights,,7000 Las Vegas Blvd N,Las Vegas,NV,89115,36.2715,-115.001,3.5,85,1,17,PfOCPjBrlQAnz__NXj9h_w,American (New)
21,17UkAXwrC8aNOAZMrMq7Cw,VZ Dance Studios,Westside,"7207 W Sahara Ave, Ste 130",Las Vegas,NV,89117,36.1436,-115.25,4.0,6,1,17,PfOCPjBrlQAnz__NXj9h_w,American (New)
22,17V-PM_2t0QIAvU0euBovg,VooDoo Beach,,"Rio All-suite Hotel Casino, 3700 W Flamingo Rd, Rio All-suite Hotel Casino",Las Vegas,NV,89103,36.1164,-115.185,3.5,31,1,17,PfOCPjBrlQAnz__NXj9h_w,American (New)
23,17z_a9bdUEEdPUizUnNOvw,Paragon of Summerlin,Northwest,"7324 W Cheyenne Ave, Ste 7",Las Vegas,NV,89129,36.2189,-115.253,5.0,13,1,17,PfOCPjBrlQAnz__NXj9h_w,American (New)
24,18DHruGzDiG22s_bOhVX6A,Work in Progress,Downtown,317 S 6th St,Las Vegas,NV,89101,36.1656,-115.141,5.0,5,1,18,PfOCPjBrlQAnz__NXj9h_w,Nightlife
25,18Eu-4xqcsoTsZwcfLVIIw,Integrative Aesthetics,Southeast,"2055 E Windmill Ln, Ste 155",Las Vegas,NV,89123,36.0421,-115.123,5.0,3,1,18,PfOCPjBrlQAnz__NXj9h_w,Nightlife
26,18ol4DIHGnqMMKfDblBLHA,Entry Brite,Southwest,,Las Vegas,NV,89139,36.0402,-115.224,5.0,6,1,18,PfOCPjBrlQAnz__NXj9h_w,Nightlife
27,18sAHGZz-WCAFqmMNqscVw,Jack In the Box,,5 S Gibson Rd,Henderson,NV,89012,36.0309,-115.03,2.0,21,1,18,PfOCPjBrlQAnz__NXj9h_w,Nightlife
28,18TaVI6nC22bVKXkA7qIfQ,American Properties,Westside,"7472 W Sahara, Ste 103",Las Vegas,NV,89117,36.1439,-115.255,1.5,3,1,18,PfOCPjBrlQAnz__NXj9h_w,Nightlife
29,18x6UfcNMk4NMIdfqAMxpw,Nadia's Little Rascalz,Southwest,,Las Vegas,NV,89178,36.025,-115.243,5.0,3,1,18,PfOCPjBrlQAnz__NXj9h_w,Nightlife
30,18XkigL5OzBq8BsICKinQw,Henderson Fresh Bakery,Anthem,10604-C S Eastern Ave,Henderson,NV,89052,35.9994,-115.104,3.0,23,0,18,PfOCPjBrlQAnz__NXj9h_w,Nightlife
31,19KvRzLWA_1UI8cEf-qRGg,Big Lots - Las Vegas: Whitney,Eastside,4790 E Flamingo Rd,Las Vegas,NV,89121,36.1161,-115.07,2.0,7,1,19,PfOCPjBrlQAnz__NXj9h_w,Bars
32,19lr9xcN3Ud0w0UX7bl6Qw,Subway,Centennial,6770 N Durango Dr,Las Vegas,NV,89149,36.2838,-115.287,2.5,24,1,19,PfOCPjBrlQAnz__NXj9h_w,Bars
33,19MbjvDqkPG6dGxr3kvK9w,Foothills Lodge,Spring Valley,"9435 W Tropicana Ave, Ste 108",Las Vegas,NV,89147,36.0997,-115.3,2.5,11,0,19,PfOCPjBrlQAnz__NXj9h_w,Bars
34,19N9EJCJYLtUYvHFllO_8g,Cartier,The Strip,"3131 Las Vegas Blvd S, Ste 100",Las Vegas,NV,89109,36.1263,-115.166,4.5,16,1,19,PfOCPjBrlQAnz__NXj9h_w,Bars
35,19S0gFtg5GTX6CkiApJiAQ,Frijoles & Frescas Grilled Tacos,Westside,7000 W Charleston Blvd,Las Vegas,NV,89117,36.1594,-115.252,4.0,419,1,19,PfOCPjBrlQAnz__NXj9h_w,Bars
36,19TldDfVGCnJk0MO5DLOvg,Discotech Nightlife Concierge,,"4471 Dean Martin Dr, Ste 2401",Las Vegas,NV,89103,36.1085,-115.182,5.0,47,1,19,PfOCPjBrlQAnz__NXj9h_w,Bars
37,19u98NWikCviLTGK7_ARAQ,Advanced Spine & Posture,Eastside,"3061 S Maryland Pkwy, Ste 201",Las Vegas,NV,89109,36.1342,-115.137,4.0,4,1,19,PfOCPjBrlQAnz__NXj9h_w,Bars
38,19umlhmVB9O3njIBfRAe8g,Fiesta Rancho,,2400 N Rancho Dr,Las Vegas,NV,89130,36.2016,-115.195,2.5,89,1,19,PfOCPjBrlQAnz__NXj9h_w,Bars
39,19wIOjBlI_2EKGM8E4O6Mg,Quiznos,Centennial,"6441 N Durango Dr, Ste 140",Las Vegas,NV,89149,36.2778,-115.288,3.0,26,1,19,PfOCPjBrlQAnz__NXj9h_w,Bars
40,19xa1-nlNQXRZFBTQkGecg,Choice Dental,Southeast,"9850 S Maryland Pkwy, Ste 3",Las Vegas,NV,89183,36.0108,-115.134,3.5,12,1,19,PfOCPjBrlQAnz__NXj9h_w,Bars
41,19xjIA46tzyEJK0WaZ6SnQ,Las Vegas Ob/Gyn Associates,Summerlin,"653 N Town Cetner Dr, Ste 204",Las Vegas,NV,89144,36.1808,-115.315,3.0,5,0,19,PfOCPjBrlQAnz__NXj9h_w,Bars
42,19YocUr8tYqPGNr7_K5xzg,Vegas Brows,Southwest,,Las Vegas,NV,89141,35.9706,-115.307,5.0,3,1,19,PfOCPjBrlQAnz__NXj9h_w,Bars
43,1e2ZRUm9lpX3vrmraRx-yQ,Tacos Colima,,,Las Vegas,NV,89032,36.3799,-114.888,4.5,3,1,100,Dj0S-Oe4ytRJzMGUPgYUkw,Salad
44,20HcbNpgHrStrQbenkAg6Q,Woof Gang Bakery & Grooming,Centennial,"7080 N Durango Dr, Ste 140",Las Vegas,NV,89149,36.2903,-115.288,4.5,105,1,20,PfOCPjBrlQAnz__NXj9h_w,Sandwiches
45,20htfKeteS2n4KYyVAZF4w,Dunkin Donuts,Centennial,7155 Grand Montecito Pkwy,Las Vegas,NV,89149,36.2915,-115.285,2.5,6,0,20,PfOCPjBrlQAnz__NXj9h_w,Sandwiches
46,20IvIBnolDvWXJGdbIA1jw,Century 21 JR Realty,,101 E Horizon Dr,Henderson,NV,89015,36.0123,-114.987,2.0,7,1,20,PfOCPjBrlQAnz__NXj9h_w,Sandwiches
47,20n09j__6xb7JX0xe9Oo9A,WinCo Foods,,80 N Stephanie St,Henderson,NV,89074,36.0337,-115.044,4.0,181,1,20,PfOCPjBrlQAnz__NXj9h_w,Sandwiches
48,20Nb5u9BOp44cvZT2XUWbA,Kats Like US Tattoos,,4375 Las Vegas Blvd N,Las Vegas,NV,89115,36.24,-115.057,5.0,6,0,20,PfOCPjBrlQAnz__NXj9h_w,Sandwiches
49,20P1JukOLfR023mnrDeXlw,Carl's Jr,,7598 Vegas Dr,Las Vegas,NV,89044,36.1891,-115.26,3.0,23,1,20,PfOCPjBrlQAnz__NXj9h_w,Sandwiches
50,20qeOmBz6Ar_0FurbwSrGA,Marie's Permanent Makeup,,"9440 W Sahara Ave, Ste 125",Las Vegas,NV,89117,36.1193,-115.226,4.5,14,1,20,PfOCPjBrlQAnz__NXj9h_w,Sandwiches
51,21j71R7HELUZODhMLohg2Q,Junes Legal Services,Downtown,"630 S 10th S, Ste B",Las Vegas,NV,89101,36.16,-115.14,4.5,9,1,21,PfOCPjBrlQAnz__NXj9h_w,American (Traditional)
52,21JgNwvuuDKI02cegRFV3Q,Vegas Carpet Cleaning Pros,,3191 La Barca Ln,Las Vegas,NV,89122,36.1316,-115.056,5.0,4,1,21,PfOCPjBrlQAnz__NXj9h_w,American (Traditional)
53,21OKzzW5jPsdhAa9tt19Cw,RentVest,Westside,"400 S Rampart Blvd, Ste 270",Las Vegas,NV,89145,36.1673,-115.287,4.0,10,1,21,PfOCPjBrlQAnz__NXj9h_w,American (Traditional)
54,21sGRVR7HEs_t6PdB9tGMw,Angelina's Pizzeria,,5750 S Decatur Blvd,Las Vegas,NV,89118,36.0853,-115.207,2.5,177,1,21,PfOCPjBrlQAnz__NXj9h_w,American (Traditional)
55,21sUIvjh2Yu9q3DqNAXOKg,My Vegas Bachelorette Party,Downtown,,Las Vegas,NV,,36.1699,-115.14,2.5,3,1,21,PfOCPjBrlQAnz__NXj9h_w,American (Traditional)
56,22DUskI_ynXGjMT8prY37g,Silver Springs Recreational Center,,1951 Silver Springs Pkwy,Henderson,NV,89074,36.0461,-115.076,3.5,9,1,22,PfOCPjBrlQAnz__NXj9h_w,Burgers
57,22y9Fo-9Se7pLiV-KoRwlw,Shutters Cheap,,,Las Vegas,NV,,36.175,-115.136,2.5,6,1,22,PfOCPjBrlQAnz__NXj9h_w,Burgers
58,23ccd6rfb3pNOqEGxXFRFQ,Belia Skin & Beauty Spa,Spring Valley,"5165 S Fort Apache Rd, Ste 180",Las Vegas,NV,89148,36.0957,-115.298,5.0,22,1,23,PfOCPjBrlQAnz__NXj9h_w,Restaurants
59,23FNx7OmXZMv7ZgmzIr8kg,Meadows Medical Group,Westside,4500 Meadows Ln,Las Vegas,NV,89107,36.1705,-115.201,4.0,22,1,23,PfOCPjBrlQAnz__NXj9h_w,Restaurants
60,23gvCOhQcO5ahQ_Ou-OmgA,US Post Office,,2449 N Tenaya Way,Las Vegas,NV,89128,36.2059,-115.252,1.5,96,1,23,PfOCPjBrlQAnz__NXj9h_w,Restaurants
61,23JboJ79qZ6cesngiPt4aw,Vegas Girl Wigs,Westside,1717 S Decatur Blvd,Las Vegas,NV,89102,36.1508,-115.206,3.0,6,1,23,PfOCPjBrlQAnz__NXj9h_w,Restaurants
62,23LtMX5JFjTe5AUMGJXuvw,Wagon Trail RV,,4488 Wagon Trail Ave,Las Vegas,NV,89118,36.0726,-115.2,4.5,9,1,23,PfOCPjBrlQAnz__NXj9h_w,Restaurants
63,23OiTugDZFlzEbUtLbv_-w,Cvs Pharmacy,Eastside,4595 E Flamingo Rd,Las Vegas,NV,89121,36.1143,-115.074,3.5,5,1,23,PfOCPjBrlQAnz__NXj9h_w,Restaurants
64,23SLUQeoWaW7VLS6gTYn5w,Kinder Prep Academy,Centennial,5695 N Rainbow Blvd,Las Vegas,NV,89130,36.2651,-115.243,3.0,6,1,23,PfOCPjBrlQAnz__NXj9h_w,Restaurants
65,24AA0NJBNS2jMlz6klJ9AA,"Richard W. Featherstone, DDS",Anthem,880 Seven Hills Dr,Henderson,NV,89052,35.9956,-115.122,5.0,43,1,24,o9eMRCWt5PkpLDE0gOPtcQ,Italian
66,24f5ie972m_bYpirVW-dZA,Round Table Pizza,Westside,9350 W Sahara Ave,Las Vegas,NV,89117,36.1473,-115.3,3.5,10,0,24,o9eMRCWt5PkpLDE0gOPtcQ,Italian
67,24ie-7u1ICsX-m1Y_PMy4g,Smoke Shop N Cigars,,4985 W Tropicana Ave,Las Vegas,NV,89103,36.0993,-115.209,3.5,7,1,24,o9eMRCWt5PkpLDE0gOPtcQ,Italian
68,24JO-gAI-uby24NU9E42vQ,Arabesque Dance & Fitness Studio,Southwest,"8060 Blue Diamond Rd, Ste 110",Las Vegas,NV,89178,36.0214,-115.267,5.0,18,1,24,o9eMRCWt5PkpLDE0gOPtcQ,Italian
69,24ll_LndIhgejQKfz5phyw,"Big Apple Bar at New York, New York",The Strip,3790 Las Vegas Blvd S,Las Vegas,NV,89109,36.1022,-115.175,3.5,11,1,24,o9eMRCWt5PkpLDE0gOPtcQ,Italian
70,24lNFx6Xo_eX2vTXyW-bMQ,SuperPawn,,5910 W Lake Mead Blvd,Las Vegas,NV,89108,36.196,-115.222,2.0,4,1,24,o9eMRCWt5PkpLDE0gOPtcQ,Italian
71,24LUF7A2QSuH_j9PwiWR_Q,DownEast,Centennial,5780 Centennial Center Blvd,Las Vegas,NV,89149,36.2663,-115.26,5.0,6,1,24,o9eMRCWt5PkpLDE0gOPtcQ,Italian
72,24nxRlLvMagVeyO24xKo2Q,Motorcycle Tire Center,Downtown,2116 E Charleston Blvd,Las Vegas,NV,89104,36.1585,-115.118,4.5,27,1,24,o9eMRCWt5PkpLDE0gOPtcQ,Italian
73,24S-aiManGfjbb-fwwi2VQ,La Quinta Inn & Suites Las Vegas Summerlin Tech,,7101 Cascade Valley Ct,Las Vegas,NV,89128,36.2113,-115.247,3.5,46,1,24,o9eMRCWt5PkpLDE0gOPtcQ,Italian
74,24wnyPyir6-Bmv6zq7OXHg,Viva El Salvador Restaurant & Pupuseria,Westside,"1745 S Rainbow Blvd, Ste C",Las Vegas,NV,89146,36.152,-115.244,3.0,20,0,24,o9eMRCWt5PkpLDE0gOPtcQ,Italian
75,24xxPan0fvkN6wOWIwmS_g,Jen Sias-Lyke - State Farm Insurance Agent,Spring Valley,"9701 W Flamingo Rd, Ste 3",Las Vegas,NV,89147,36.1145,-115.304,4.5,13,1,24,o9eMRCWt5PkpLDE0gOPtcQ,Italian
76,24YiWP5NBDMQuEFFRkpnQw,Neda Klimas - Life Coach,Summerlin,,Las Vegas,NV,89128,36.1989,-115.266,5.0,3,1,24,o9eMRCWt5PkpLDE0gOPtcQ,Italian
77,25a7YmDAuTk1eZ0zWE3ETg,Pearly Whites Family Dentistry,Eastside,"3650 S Eastern Ave, Ste 220",Las Vegas,NV,89169,36.1237,-115.118,4.5,107,1,25,o9eMRCWt5PkpLDE0gOPtcQ,Restaurants
78,25ayGzISIb6tCcygUXvVOw,A Problem Solved Maintenance,Spring Valley,,Las Vegas,NV,89147,36.1148,-115.278,4.5,24,0,25,o9eMRCWt5PkpLDE0gOPtcQ,Restaurants
79,25d_xgpH_qkad1x8j4ID7g,Frames by Farr,,2014 Western Ave,Las Vegas,NV,89102,36.1483,-115.165,5.0,5,1,25,o9eMRCWt5PkpLDE0gOPtcQ,Restaurants
80,25PEf9-e8_7phdV7JjOHhA,Baja Fresh Mexican Grill,University,1380 E Flamingo Rd,Las Vegas,NV,89119,36.1149,-115.134,3.5,38,0,25,o9eMRCWt5PkpLDE0gOPtcQ,Restaurants
81,25Qa4NoliJ75F_6u3nqZhw,24 Hour Fitness - Green Valley,,2893 North Green Valley Pkwy,Henderson,NV,89014,36.0741,-115.084,3.5,58,1,25,o9eMRCWt5PkpLDE0gOPtcQ,Restaurants
82,25r5Sbw8jDFOnUvjxOVzBg,Kmart,Southeast,440 NW Burnside Road Gresham,Las Vegas,NV,89119,36.0714,-115.154,1.5,4,1,25,o9eMRCWt5PkpLDE0gOPtcQ,Restaurants
83,25uxgxlqp7sW5F15wguyIA,Jack In the Box,Eastside,2550 S Maryland Pkwy,Las Vegas,NV,89109,36.1428,-115.136,2.5,6,1,25,o9eMRCWt5PkpLDE0gOPtcQ,Restaurants
84,25wTaO0_Rk-GLb4k2uMs0Q,AquaKnox,The Strip,3355 S Las Vegas Blvd,Las Vegas,NV,89109,36.123,-115.169,4.0,444,1,25,o9eMRCWt5PkpLDE0gOPtcQ,Restaurants
85,296PZdxSrtH08EUwCsOKMw,Michael's Gourmet Room,Southeast,"South Point Hotel & Casino, 9777 S Las Vegas Blvd",Las Vegas,NV,89183,36.0115,-115.174,4.5,141,1,296,NoxzrJbWS4xD9ft0ygD3JA,Nightlife
86,31A6SfV61Kz28Pp4lflZdQ,Nevada Auto Sales,Westside,2025 S Deccature Blvd,Las Vegas,NV,89102,36.1496,-115.209,1.0,4,0,31,OD2hnuuTJI9uotcKycxg1A,Sporting Goods
87,31BSLQveLV7eeIoWNxhTaw,Lj Bar & Grill,Downtown,1243 E Sahara Ave,Las Vegas,NV,89104,36.1445,-115.135,4.0,4,0,31,OD2hnuuTJI9uotcKycxg1A,Sporting Goods
88,31cOttU_tML5b6eLLXZfsQ,Go!ku,Chinatown,"4300 W Spring Mountain Rd, Ste 108",Las Vegas,NV,89102,36.1269,-115.198,4.0,346,0,31,OD2hnuuTJI9uotcKycxg1A,Sporting Goods
89,31dzkpLmgQImS4RzL_NOmA,Sugar Rush Bakery,,,Las Vegas,NV,,36.175,-115.136,5.0,4,0,31,OD2hnuuTJI9uotcKycxg1A,Sporting Goods
90,31kAtvJIvhXTmttehPbbBw,"C & K Designs, LLC",Southwest,9466 Marshall Creek St,Las Vegas,NV,89178,36.0162,-115.285,4.5,7,1,31,OD2hnuuTJI9uotcKycxg1A,Sporting Goods
91,31kN0J6RtrIpbh3S-Q2G_Q,Pinecrest Academy Nevada,,1360 S Boulder Hwy,Henderson,NV,89002,36.0172,-114.955,5.0,7,1,31,OD2hnuuTJI9uotcKycxg1A,Sporting Goods
92,31mm5EtlmT4557BTYAFOrA,China Gourmet,Chinatown,"5150 Spring Mountain Rd, Ste 15",Las Vegas,NV,89146,36.1264,-115.212,4.0,8,1,31,OD2hnuuTJI9uotcKycxg1A,Sporting Goods
93,31VgiS9vNXANDagYLnXyfA,Battery Systems Of Las Vegas,,4500 S Arville St,Las Vegas,NV,89103,36.1082,-115.199,5.0,3,1,31,OD2hnuuTJI9uotcKycxg1A,Sporting Goods
94,32Ao0DMxaCNuYunjaRAA8A,Radiant Solar Solutions,,400 Mark Leavy,Henderson,NV,89011,36.0584,-115.005,5.0,5,1,32,EsMcGiZaQuG1OOvL9iUFug,Coffee & Tea
95,32boiU6fIl9ARtdEjaPhbQ,Shorewood Heights - Pinnacle,,981 Whitney Ranch Dr,Henderson,NV,89014,36.0773,-115.054,2.0,21,0,32,EsMcGiZaQuG1OOvL9iUFug,Coffee & Tea
96,32JP_C4-Fc-cYWyft8eZBw,AA Hookah and Vapor Store,Northwest,4343 N Rancho Dr,Las Vegas,NV,89130,36.2387,-115.233,3.5,22,1,32,EsMcGiZaQuG1OOvL9iUFug,Coffee & Tea
97,32JWhoH-Kiu1wRFTvHvW9Q,Pie Me Over,Spring Valley,"6070 S Rainbow Blvd, Ste 7",Las Vegas,NV,89118,36.0787,-115.242,5.0,105,1,32,EsMcGiZaQuG1OOvL9iUFug,Coffee & Tea
98,32rkWN6thY0-UlYIiQNebA,SuperPawn,Westside,3270 S Valley View Blvd,Las Vegas,NV,89102,36.1306,-115.189,2.0,9,1,32,EsMcGiZaQuG1OOvL9iUFug,Coffee & Tea
